date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-12-29 00:00:00+00:00,1757.76,1788.47,1755.11,1787.23,986287,87.7876769591,89.3214242052,87.6553282062,89.2594949775,19725740,0.0,1.0
2020-12-30 00:00:00+00:00,1736.25,1767.76,1728.0,1765.0,1051308,86.7134046287,88.2871062154,86.3013754923,88.1492637407,21026160,0.0,1.0
2020-12-31 00:00:00+00:00,1752.64,1757.5,1736.09,1737.27,1053479,87.5319691798,87.7746917984,86.7054137606,86.7643464129,21069580,0.0,1.0
2021-01-04 00:00:00+00:00,1726.13,1762.4899,1707.14,1760.0,1866195,86.2079822213,88.023902003,85.2595660636,87.8995491125,37323900,0.0,1.0
2021-01-05 00:00:00+00:00,1740.05,1746.83,1716.9,1725.09,1017962,86.9031877461,87.2418007819,85.7470090178,86.1560415787,20359240,0.0,1.0
2021-01-06 00:00:00+00:00,1722.88,1743.965,1696.1014,1700.255,2329401,86.045667713,87.0987143,84.7082660847,84.9157090206,46588020,0.0,1.0
2021-01-07 00:00:00+00:00,1774.34,1777.82,1726.76,1726.76,2096829,88.6157306661,88.7895320473,86.2394462645,86.2394462645,41936580,0.0,1.0
2021-01-08 00:00:00+00:00,1797.83,1799.355,1761.22,1777.16,1774226,89.7888899892,89.8650529507,87.9604794818,88.7565697163,35484520,0.0,1.0
2021-01-11 00:00:00+00:00,1756.29,1784.38,1752.14,1777.02,1740618,87.7142608584,89.1171576394,87.506997717,88.7495777068,34812360,0.0,1.0
2021-01-12 00:00:00+00:00,1737.43,1767.9,1716.375,1745.36,1460563,86.772337281,88.294098225,85.7207889818,87.1683846812,29211260,0.0,1.0
2021-01-13 00:00:00+00:00,1747.25,1756.39,1727.32,1727.32,1171590,87.2627768107,87.719255151,86.2674143028,86.2674143028,23431800,0.0,1.0
2021-01-14 00:00:00+00:00,1730.92,1767.5499,1726.07,1748.87,1460617,86.4472088351,88.2766132067,86.2049856458,87.3436843502,29212340,0.0,1.0
2021-01-15 00:00:00+00:00,1727.62,1747.62,1711.71,1729.02,1572214,86.2823971805,87.2812556932,85.4878052337,86.3523172764,31444280,0.0,1.0
2021-01-19 00:00:00+00:00,1784.47,1803.84,1732.83,1743.0,2082951,89.1216525027,90.0890469722,86.5425998231,87.0505193767,41659020,0.0,1.0
2021-01-20 00:00:00+00:00,1880.07,1899.7234,1819.51,1826.37,3207570,93.8961961931,94.8777444878,90.8716526169,91.2142610867,64151400,0.0,1.0
2021-01-21 00:00:00+00:00,1884.15,1932.08,1879.41,1893.65,2932973,94.0999633297,96.4937277553,93.8632338622,94.5744211232,58659460,0.0,1.0
2021-01-22 00:00:00+00:00,1892.56,1904.39,1876.495,1891.46,1637195,94.5199833343,95.1108081445,93.717650234,94.4650461161,32743900,0.0,1.0
2021-01-25 00:00:00+00:00,1894.28,1921.82,1859.16,1912.74,2529346,94.6058851664,95.9813133383,92.8518896182,95.5278315735,50586920,0.0,1.0
2021-01-26 00:00:00+00:00,1907.95,1915.75,1876.13,1885.99,1573078,95.2886049598,95.6781597797,93.6994210661,94.1918583129,31461560,0.0,1.0
2021-01-27 00:00:00+00:00,1818.94,1880.47,1797.28,1874.91,4125631,90.8431851492,93.9161733634,89.7614213801,93.6384906969,82512620,0.0,1.0
2021-01-28 00:00:00+00:00,1853.2,1887.99,1831.0,1831.0,2763905,92.5542297814,94.2917441641,91.4454968324,91.4454968324,55278100,0.0,1.0
2021-01-29 00:00:00+00:00,1827.36,1847.535,1801.5601,1834.02,2226509,91.2637045831,92.2713031077,89.9751820961,91.5963244678,44530180,0.0,1.0
2021-02-01 00:00:00+00:00,1893.07,1915.54,1844.585,1844.585,2012603,94.5454542264,95.6676717653,92.1239714771,92.1239714771,40252060,0.0,1.0
2021-02-02 00:00:00+00:00,1919.12,1949.37,1906.37,1913.13,3108776,95.8464674391,97.3572409394,95.2096951373,95.5473093145,62175520,0.0,1.0
2021-02-03 00:00:00+00:00,2058.88,2106.6234,2013.55,2065.61,4894082,102.8264907254,105.210935801,100.5625779065,103.1626066149,97881640,0.0,1.0
2021-02-04 00:00:00+00:00,2053.63,2069.3,2035.1,2060.6156,2429780,102.5642903658,103.3468960105,101.6388479539,102.9131716671,48595600,0.0,1.0
2021-02-05 00:00:00+00:00,2088.83,2095.94,2050.0,2059.56,1493256,104.3222813481,104.6773755493,102.3829975458,102.8604519148,29865120,0.0,1.0
2021-02-08 00:00:00+00:00,2084.52,2115.0,2063.35,2100.0,1441443,104.1070273386,105.6292877119,103.049735603,104.8801438274,28828860,0.0,1.0
2021-02-09 00:00:00+00:00,2075.39,2098.51,2070.0,2074.8,1093053,103.6510484276,104.8057288682,103.3818560584,103.6215821015,21861060,0.0,1.0
2021-02-10 00:00:00+00:00,2086.48,2098.88,2052.24,2083.14,1252689,104.2049154729,104.8242077507,102.4948696992,104.0381061012,25053780,0.0,1.0
2021-02-11 00:00:00+00:00,2088.75,2094.0,2068.86,2091.0,1024029,104.318285914,104.5804862736,103.3249211232,104.4306574967,20480580,0.0,1.0
